id,candidate,party,source_type,date,sentence,L1_label,L1_reasoning,L2_labels,L2_reasoning,spans,content_frames,style_markers,ideological_phrases,confidence,uncertain_boundary,error
_ca1fcca87bea_u009,侯友宜,KMT,news,2023-08-16 15:35:42,"徐富癸則感謝周春米縣長的厚愛,也感謝潘前縣長的知遇之恩,強調他會秉持初衷,用過去的服務及他在縣府的努力工作經驗,爭取支持與肯定,「做就對了!」,他打趣說,希望未來有機會爭取更多經費到屏東,讓縣府團隊的老同事們更忙一些,「大家可不要罵他!」 徐富癸(右)16日辭職投入屏南立委選戰,縣長周春米(左)批准辭呈並予祝福。",L1-08,文本聚焦於徐富癸辭職參選立委的政治決策過程及未來政策爭取規劃，屬於政策制定與政治參與範疇,L2-12|L2-14,L2-12體現在強調服務初衷與工作經驗的責任承擔，L2-14體現在『做就對了！』的行動團結號召,"強調他會秉持初衷,用過去的服務及他在縣府的努力工作經驗,爭取支持與肯定|「做就對了!」|希望未來有機會爭取更多經費到屏東",政治參選聲明|服務經驗傳承|地方建設經費爭取,感恩措辭|口語化幽默|行動導向,做就對了|秉持初衷|爭取支持與肯定,medium,L1邊界較模糊，可歸類為政治參與但更貼近政策制定與評估範疇,
_c06a1353b825_u001,侯友宜,KMT,news,2023-08-09 11:14:45,"(記者賴筱桐攝) 2023/08/09 11:14 〔記者賴筱桐/新北報導〕新北市長侯友宜今天在市政會議表揚優質治安社區,蘆洲區水湳里里長吳松標在會中以台語「四句聯」鼓勵侯勇往直前、承擔重責大任,他說,希望幫侯友宜加油打氣,給予溫暖的力量。",L1-07,文本聚焦於里長對侯友宜的加油打氣與情感支持，強調給予溫暖力量的情感表達,L2-10|L2-12,L2-10體現在里長透過鼓勵激發共同情感，L2-12體現在呼籲承擔重責大任的公共責任,"鼓勵侯勇往直前、承擔重責大任|希望幫侯友宜加油打氣,給予溫暖的力量",情感支持動員|公共責任激勵,台語四句聯修辭|溫暖鼓勵語氣,勇往直前|承擔重責大任,medium,文本主要為儀式性鼓勵話語，政治框架跡象較弱,
_6cb8c79b20d2_u004,侯友宜,KMT,news,2023-07-26 14:36:44,"談到金溥聰與前總統馬英九的關係時,張顯耀指出,他透過很多管道了解,金溥聰已經離開馬英九,馬英九對金溥聰也不像過去一般信任金溥聰,完全在他意料之中,今天侯友宜會找金溥聰幫忙,應該是別人介紹,他相信侯友宜不認識、也不了解金溥聰,他希望金既溥聰既然擔任侯競辦執行長,就該放下來,",L1-09,文本核心在分析金溥聰與馬英九關係變化對侯友宜選情的政治影響,,文本未涉及國家認同建構相關論述,"馬英九對金溥聰也不像過去一般信任金溥聰|今天侯友宜會找金溥聰幫忙,應該是別人介紹",政治人物關係變化|選舉團隊組成分析,知情人士爆料口吻|政治判斷語氣,,medium,文本主要為政治人物關係分析，國家認同建構維度跡象弱,
_9115b6ce08f2_u001,赖清德,DPP,news,2023-04-19 21:40:22,"(總統府提供) 2023/04/19 21:40 〔記者陳昀/台北報導〕副總統賴清德今接見美國在台協會(AIT)主席羅森柏格(Laura Rosenberger)時強調,台灣處在第一島鏈的關鍵位置,一定會堅守民主陣營,也希望能與熱愛和平的民主盟友共同合作,維護印太區域和平、穩定與繁榮。",L1-08,文本核心是阐述台湾的外交政策立场与合作愿景，属于政策制定与评估范畴,L2-01|L2-15|L2-04,L2-01体现在将台湾预设为国际行为主体；L2-15强调民主价值认同；L2-04寻求国际盟友合作以塑造合法性,台灣處在第一島鏈的關鍵位置|一定會堅守民主陣營|與熱愛和平的民主盟友共同合作,地缘战略定位|民主价值同盟|区域和平合作,官方外交辞令|立场宣示性表达,堅守民主陣營|印太區域和平,high,,
_825a651be70d_u001,侯友宜,KMT,news,2023-12-07 16:01:54,"(記者塗建榮攝) 2023/12/07 16:01 〔記者施曉光/台北報導〕國民黨總統參選人侯友宜今日下午接受廣播節目專訪,談到過去的「藍白合」往事,他淡然的說,已經隨風去了,當初所以要談「藍白合」,是因為人民的聲音要聽,那時候有6成多的民意,希望政黨合作,實現政黨輪替,所以那一段時間才被卡住,如今那都只是一個過程。",L1-08,文本核心在描述政黨合作的政策制定過程與評估，包括民意基礎、協商歷程與結果反思,L2-01|L2-14,L2-01體現在將政黨輪替作為國家政治過程的預設，L2-14體現在回應民意實現政黨合作的團結號召,"當初所以要談「藍白合」,是因為人民的聲音要聽|那時候有6成多的民意,希望政黨合作,實現政黨輪替|所以那一段時間才被卡住,如今那都只是一個過程",政黨合作過程回顧|民意驅動政策協商|政黨輪替目標,淡然敘事語氣|過程導向描述,藍白合|政黨輪替|民意,high,,
_513935c46c42_u003,侯友宜,KMT,news,2023-08-14 10:24:21,"吳崢回憶,當時立刻播電話給父親,賴清德在電話中向他爸說,一直很欣賞他優秀的表現,希望能徵召他代表民進黨參選中和立委,也希望能獲得吳爸爸支持,並承諾民進黨絕對會盡全力幫忙他打選戰。",L1-09,文本核心在描述政治人物徵召參選立委的過程及其對選舉格局的影響,L2-01|L2-14,L2-01體現在以政黨為主體的選舉動員，L2-14體現在爭取支持的團結號召,希望能徵召他代表民進黨參選中和立委|民進黨絕對會盡全力幫忙他打選戰,政黨徵召過程|選舉動員承諾|政治人物互動,回憶敘事|直接引述|政治協商語氣,代表民進黨參選|盡全力幫忙打選戰,high,,
_32011924e1da_u005,侯友宜,KMT,news,2023-11-01 15:36:10,"因此約昨晚繼續就這方面來討論,秉持的基本立場是堆疊善意,不要在過程中因為意氣或情緒造成影響,第二是降低社會及支持者的疑慮,第三是尋找最佳方案,還需要社會大眾一起來集思廣益,國民黨也會努力往合理、合情、合法、公平、公正的方法提出來,民眾黨也想出比較適當的方法,過去比賽的方式民主初選或全民調已經結束了,現在是進行協商,主要參考及依據的方式,大家可以提出來,最後希望是能團結勝選。",L1-08,文本核心在描述政策協商過程的方法論與原則，包括立場設定、方案尋找和程序依據,L2-14,文本明確以「團結勝選」作為最終目標，體現團結號召的框架,秉持的基本立場是堆疊善意|尋找最佳方案|最後希望是能團結勝選,政策協商過程|方法論原則|選舉合作,理性論述|程序導向|共識尋求,合理、合情、合法、公平、公正|團結勝選,high,,
_067de348ea80_u001,侯友宜,KMT,news,2023-05-02 14:50:00,"前鎮小港為高雄傳統綠營票倉,選民結構綠大於藍,過去國民黨在該選區派出資深戰將陳麗娜參選,但未能擊敗綠委賴瑞隆,年僅30歲李明璇將返回故鄉參選立委,她表示,願意接受黨中央徵召出征艱困選區要用行動與決心,讓所有人見證國民黨青年世代的勇氣,希望為國民黨開疆闢土、贏得勝利。 李明璇。",L1-09,文本核心聚焦選舉競爭、政黨佈局與選情影響，分析選民結構與候選人策略對選舉結果的影響,L2-09|L2-14,L2-09體現在政黨間選舉競爭的對比意識，L2-14體現在號召團結贏得勝利的行動呼籲,"前鎮小港為高雄傳統綠營票倉,選民結構綠大於藍|希望為國民黨開疆闢土、贏得勝利|用行動與決心,讓所有人見證國民黨青年世代的勇氣",選民結構分析|政黨競爭態勢|青年參政訴求,選情分析語氣|激勵動員措辭|政黨立場表述,開疆闢土|贏得勝利|青年世代,high,,
_e7b9d196e730_u006,侯友宜,KMT,news,2023-07-01 13:54:08,"賴清德指出,台灣是一個民主的國家、宗教自由的國家,不能和沒有宗教信仰的國家進行統一的工作,希望大家共同努力幫國家推向正確的道路,守護台灣主權、促進民主繁榮,對於釋見引法師會中所提宗教相關法令問題,他承諾帶回內政部等相關部會研議。",L1-06,文本核心在於政府對宗教法令問題的處理承諾與國家主權守護的論述，涉及政府運作與法律規範,L2-01|L2-15|L2-14,L2-01體現在將台灣預設為國家主體；L2-15強調民主與宗教自由價值；L2-14體現在號召共同努力,台灣是一個民主的國家、宗教自由的國家|承諾帶回內政部等相關部會研議|希望大家共同努力幫國家推向正確的道路,民主國家論述|宗教自由價值|主權守護承諾|政府政策研議,宣示性語氣|價值對比框架|團結呼籲,民主的國家|宗教自由|守護台灣主權|正確的道路,high,,
_5f8d5f8e2616_u008,侯友宜,KMT,news,2023-12-30 13:28:05,"據指出,賴清德邀請各領域專業人士出席今天的辯論會,希望負責任地向各界報告他將如何以「國家希望工程」打造民主和平、創新繁榮、公義永續的台灣。",L1-08,文本核心在於政策願景的提出與向公眾報告的過程，符合政策制定與評估的定義。,L2-13|L2-15,L2-13體現在提出「民主和平、創新繁榮、公義永續的台灣」這一共同願景；L2-15體現在將「民主」作為核心價值納入國家藍圖。,以「國家希望工程」打造民主和平、創新繁榮、公義永續的台灣|負責任地向各界報告他將如何,政策願景提出|國家發展藍圖|民主價值強調,正式宣示性語言|積極正向修辭,國家希望工程|民主和平,high,,
_dbd2a950074f_u004,柯文哲,TPP,news,2023-12-01 22:00:00,"朱立倫表示,這次提名讓民眾感受到國民黨展現新的面貌,民進黨不分區專門提名不敢選、不敢戰的,各派系分贓,國民黨則都是敢戰的。",L1-09,文本核心在比較兩黨提名策略對選民感受與政黨競爭的影響，聚焦政治後果分析,L2-02|L2-08|L2-09,L2-02通過對比兩黨提名標準建構差異化認同；L2-08將民進黨描繪為派系分贓的負面他者；L2-09通過敢戰與否的對比培養競爭意識,民進黨不分區專門提名不敢選、不敢戰的|各派系分贓|國民黨則都是敢戰的,政黨提名策略比較|派系分贓指控|敢戰形象塑造,對比修辭|負面標籤化|正面自我宣傳,敢戰|派系分贓|新的面貌,high,,
_8ccb0c5ce2fe_u008,赖清德,DPP,news,2024-01-09 16:21:00,"賴清德表示,其他2組候選人是想走回過去、走進中國的老路,賴蕭配則不同,希望帶領國家走向世界、迎向未來,在民主道路上繼續壯大。",L1-09,文本核心在比較不同候選組合對國家發展方向的影響，強調選舉結果對政治進程的影響,L2-02|L2-13|L2-15,L2-02通過對比凸顯路線差異，L2-13提出未來願景，L2-15強調民主價值作為身份界定,其他2組候選人是想走回過去、走進中國的老路|希望帶領國家走向世界、迎向未來|在民主道路上繼續壯大,路線選擇對比|國家發展方向|民主價值主張,二元對立表述|願景式修辭|價值導向論述,走進中國的老路|民主道路上繼續壯大,high,,
_a9ae8ca115b2_u004,赖清德,DPP,news,2023-08-31 21:17:00,"他說:「既然如此,為何台灣海峽會陷入戰爭危險?而既然台海很危險,被認為是繼烏克蘭之後最容易發生戰爭的地方,但在台灣卻感受不到進入備戰狀態,討論大谷翔平的次數,可能比戰爭還要多。這些都是研究台灣政治時的難解又複雜之處。」 姚人多表示,分析明年總統大選參選人的政治主張,包括副總統賴清德、國民黨總統參選人侯友宜、台灣民眾黨總統參選人柯文哲,",L1-03,文本核心在討論台海戰爭風險與備戰狀態的對比，聚焦於安全威脅與潛在衝突,L2-07,將台海局勢描述為「戰爭危險」「最容易發生戰爭的地方」，建構共同危機意識,台灣海峽會陷入戰爭危險|被認為是繼烏克蘭之後最容易發生戰爭的地方|在台灣卻感受不到進入備戰狀態,安全威脅分析|戰爭風險評估|政治現實與公眾認知落差,對比論述|疑問語氣|現象觀察,台海戰爭危險|備戰狀態,high,,
_06958e34ea41_u004,赖清德,DPP,news,2024-01-01 11:17:00,"至於關於台灣方面的發言,習近平提到:「海峽兩岸一家親。衷心希望兩岸同胞相向而行、攜手並進,共創中華民族綿長福祉。」、「祖國統一是歷史必然,兩岸同胞要攜手同心,共享民族復興的偉大榮光」。",L1-08,文本聚焦於國家領導人對兩岸關係政策的宣示與願景描述，屬於政策制定與評估範疇,L2-13|L2-14,L2-13體現在共創民族福祉與共享民族復興榮光的未來藍圖，L2-14體現在攜手同心、相向而行的團結呼籲,"海峽兩岸一家親|共創中華民族綿長福祉|攜手同心,共享民族復興的偉大榮光",兩岸親緣論述|民族復興願景|統一歷史必然性,親情化修辭|願景式表述|領導人權威話語,兩岸一家親|祖國統一|民族復興,high,,
_9ceaf5e79fc8_u030,侯友宜,KMT,news,2023-11-29 20:11:00,"侯友宜說,勞工希望之前被砍的7天國定紀念日可以恢復,「我很實在,這做不到」,他主張行憲紀念日、勞動節都可以全面放假,原本1年「3天不併入病假」的生理假增加至「6天不併入病假」。",L1-08,文本核心在具體政策主張的提出與可行性評估，如恢復國定假日與調整生理假規定,L2-04|L2-12,L2-04體現在以政策接軌國際標準的正當性訴求，L2-12體現在強調政府對勞工權益的責任承擔,勞工希望之前被砍的7天國定紀念日可以恢復|行憲紀念日、勞動節都可以全面放假|生理假增加至「6天不併入病假」,勞工權益政策|休假制度調整|政策可行性評估,務實表態|具體承諾|直接否定,很實在|全面放假|不併入病假,high,,
_48a693c6a029_u010,侯友宜,KMT,news,2024-01-05 19:04:00,"詹琬蓁說,過去9年擔任嘉義縣議員,非常用心且認真的在監督縣政,同時也遇到很多是議員沒有辦法做的事情,因此,決定出來參選立委,希望自己可以去了解中央到底在做什麼事情、怎麼樣可以爭取到更多經費、如何將地方基層的民意傳達給中央。",L1-08,文本核心聚焦於立法委員職責與政策制定過程，包括監督中央、爭取經費和傳達民意,L2-01|L2-12,L2-01體現在將立法委員角色作為國家治理主體，L2-12體現在強調公共責任與服務使命,希望自己可以去了解中央到底在做什麼事情|怎麼樣可以爭取到更多經費、如何將地方基層的民意傳達給中央,立法監督職責|中央地方資源分配|民意傳達機制,務實承諾語氣|職責導向表述,監督縣政|爭取經費|傳達民意,high,,
